순위,제목,저자,출판사,요약
84,NCS 기반 전산회계운용사 2급 필기 2019  hoa ,고민석,시대고시기획,"1. 기출문제를 철저하게 분석하여 한눈에 출제이론을 파악할 수 있도록 구성하였습니다.
2. 최근 필기시험 출제경향과 출제기준을 고려하여 NCS 국가직무능력표준 교육과정을 완벽 반영하였습니다.
3. 적중률"
85,전산회계운용사 2급 실기 2019  hoa ,이정이,시대고시기획,"1. NCS 기반 출제기준 반영
2. NCS 회계정보실무 경진대회 동시대비 가능
3. 핵심실무이론+실습예제+실전 모의고사
4. 회계실무의 핵심인 분개 연습문제 수록
5. 실제 실무화면을 통한 상세설명 수록"
86,MOS 2016 아웃룩 5일만에 합격하는 ,김경희,한빛아카데미,"- 독자대상 : MOS 2016 아웃룩 사용자, 자격증 시험 준비생
- 구성 : 이론 + 문제
- 특징 : 
① 다년간의 기출문제를 분석한 데이터를 바탕으로 출제 가능성을 상/중/하로 구분
② 다양한 기능을 접하고 익힐"
87,정보처리산업기사 필기 2020  시나공 Summary ,길벗R&D,길벗,"시험 날짜는 다가오는데 공부할 시간이 없다면? 시나공 SUMMARY 시리즈!

합격에 꼭 필요한 핵심 개념과 이 이론이 어떻게 문제로 출제되는지 확인할 수 있도록 ‘핵심’과 관련하여 출제되었던 모든 문제를"
88,사무자동화산업기사 필기 기출문제집 2020  시나공 ,길벗R&D,길벗,"최근 5년간 출제된 최신 기출문제 15회분을 수록하고 문제마다 시험에 출제된 비율에 따라 A, B, C, D 등급을 지정하여 중요도를 표시했습니다. 개념과 함께 더 공부해야 할 문제, 문제와 지문을 외워야 할 문제,"
89,"GTQ 포토샵 1급 2, 3급 포함  2020  시나공 ",길벗R&D,길벗,포토샵의 다양한 기능 중 시험에 출제되는 기능만을 선별하여 확실하게 설명해줍니다. GTQ 시험에 사용되는 포토샵 기능을 문제별로 분석하여 중복된 기능을 제거하면 전체 문제 풀이에 사용되는 기능은 15가지
90,전산회계 2급 실기+필기 2019  최대리 ,최남규,최대리,"- 독자대상 : 전산회계 2급 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
91,ITQ 한글2010 2019  이공자 ,KIE 기획연구실,아카데미소프트,"- 최근 3개년 시험 분석!
- 고득점 취득을 위한 출제유형 그대로 따라하기 제공!
- 자동채점프로그램 무료 제공!

● 출제유형 완전정복하기 
최근에 출제된 ITQ 시험의 출제유형을 분석하여 새롭게 변경된"
92,이기적 정보처리기사 산업기사 포함 실기 기본서 2019  전3권 ,김명주,영진닷컴,영진닷컴에서 ‘2019 이기적 정보처리기사 산업기사 포함  실기 기본서’ 도서가 새롭게 출간되었습니다. 수험생들이 가장 어려워하는 알고리즘 부분에서는 C언어와 JAVA언어에 대한 설명을 자세하게 정리하여
93,정보처리기능사 필기 기출문제집 2020  이기적 ,영진정보연구소,영진닷컴,본 도서는 정보처리기능사 필기 시험을 준비하는 수험생이 이론을 충분히 숙지한 후 시험 전 마지막으로 실력을 점검할 수 있도록 최신 기출문제 20회분과 핵심이론 PDF 제공 을 알차게 엮은 기출문제집입니다.
94,사무자동화산업기사 실기 기본서: 오피스 2010/2007 2020  이기적  전2권 ,신면철,영진닷컴,본 도서는 사무자동화산업기사 실기시험을 준비하는 수험생들이 혼자서도 시험 준비를 할 수 있도록 구성한 완벽한 독학서입니다. 오피스 2010 버전 기반이지만 2007버전 사용자도 학습하실 수 있도록
95,컴퓨터그래픽스운용기능사 필기 기본서 2020  이기적 ,원준규,영진닷컴,"본 도서는 컴퓨터그래픽스운용기능사 필기시험을 준비하는 분들을 위한 컴퓨터그래픽스운용기능사 자격시험 대비서입니다. 총 2권으로 이루어져 있으며, 1권은 기초부터 탄탄히 다질 수 있도록 상세한 이론을"
96,컴퓨터그래픽스운용기능사 필기 핵심쏙쏙 절대족보  2020  이기적 ,영진정보연구소,영진닷컴,본 도서는 컴퓨터그래픽스운용기능사 필기시험을 준비하는 분들을 위한 컴퓨터그래픽스운용기능사 자격시험 대비서입니다. 총 2권으로 이루어져 있으며 1권에는 단기간에 합격할 수 있도록 중요한 이론만을 모은
97,국가 공인 3D 프린터 운용기능사 한권으로 끝내기 2020 ,한명기,크라운출판사,"신설 국가기술자격 3D 프린터 운용기능사를 이 책 한 권으로 합격할 수 있도록 구성하였다. 3D 프린터를 기반으로 아이디어를 실현하기 위한 제품 스캐닝, 디자인 및 엔지니어링 모델링, 출력용 데이터 확정, 3D"
98,Step up MOS 2010 Word Expert CD1장포함 ,편집부,YBM,"- 독자대상 : MOS 2010 Word Expert 시험 준비생
- 구성 : 실전 모의고사 3회분
- 특징 : 예제 데이터 및 정답 해설 제공 CD 수록"
99,MOS Excel 2016 Core,한국공학기술연구원,기한재,"- 독자대상 : NCS 컴퓨터 활용능력 Excel 2016 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
100,전산세무 2급 실기 필기 2019  최대리  개정판 ,최남규,최대리,"- 독자대상 : 전산세무회계사 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
101,전산세무 2급 기출문제 2019  최대리  개정판 ,최남규,최대리,"- 독자대상 : 전산세무 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
102,국가공인 산업보안관리사 한권으로 끝내기,최상용,시대인,"▶ 출제 기준에 따른 “핵심 이론”
▶ 단원별 복습을 위한 “적응문제”
▶ 과목별 “필수확인문제”
▶ 기출 유형 분석을 위한 “모의고사”
▶ 실전 준비를 위한  “적중예상문제”
    [부록] 시험장에"
103,스크래치 알고리즘 이해와 창의개발 프로그래밍,한국공학기술연구원,YBMNET,"- 독자대상 : 코딩활용능력평가 1급 시험 준비생
- 구성 : 이론 + 문제
- 특징 : 
① YBM 코딩활용능력평가 COS 실전 모의고사 2회분 수록
② 코딩 프로그래밍의 구조를 순서대로 설명하는 예제 수록"
104,컴퓨터활용능력 1급 필기 2급 포함  2019  시나공 ,길벗R&D,길벗,"<2019 시나공 컴퓨터활용능력 1급 필기>는 실제 시험의 출제 경향을 친절하게 짚어주고, 자주 시험에 나온 내용은 확실히 강조하여 혼자서도 충분히 공부할 수 있게 도와줍니다. 지금까지 출제된 모든 기출문제를"
105,컴퓨터활용능력 2급 필기 2020  시나공 Summary ,길벗R&D,길벗,"시험 날짜는 다가오는데 공부할 시간이 없다면? 시나공 SUMMARY 시리즈!

합격에 꼭 필요한 핵심 개념과 이 이론이 어떻게 문제로 출제되는지 확인할 수 있도록 ‘핵심’과 관련하여 출제되었던 모든 문제를"
106,리눅스마스터 2급 핵심 마스터 2020 ,정성재,북스홀릭퍼블리싱,"리눅스의 활용도가 높아짐에 따라 국가공인 리눅스마스터 자격증에 대한 관심도 높아지고 있다. 리눅스마스터 2급 자격증은 기초가 되는 이론적 지식과 기본 명령어 위주의 시험이었으나, 실무와 관련된 다양한"
107,3D프린터운용기능사모델링 실기 및 출제도면 예제집 NCS 학습모듈에 의한 ,김진원,피앤피북,"본서는 3D프린터운용기능사 자격증을 효율적으로 취득할 수 있도록 아래와 같이 8개의 주요 Part로 구성했습니다. 다양한 예제를 연습함으로써 자격증 실기 준비에 만전을 기할 수 있도록 하였으며, 이론적인"
108,컴퓨터활용능력 1급 실기 세트 2020  주희쌤의  전4권 ,이주희,배움,"* 단기 합격을 위한 주희쌤만의 비밀 팁 대공개!
* 시험에 자주 나오는 핵심을 엄선하여 정리
* 개념 이해 문제부터 상시 복원 문제까지 모두 수록 
* 쉽게 따라 할 수 있는 친절한 문제풀이
* 상시 시험 대비"
109,3D 프린터 운용기능사 필기 핵심단기완성  NCS학습모듈기반 ,김진원,메카피아,3D프린터운용기능사는 2018년 12월 수시 기능사 1회 필기시험이 시행된 이후 2019년 제2회 필기 및 실기 시험이 예정된 국가기술자격증으로 3D 프린터 운용에 필요한 전문적인 NCS 능력단위와 학습모듈을 기반으로
110,전산세무 2급 이론+실무  2019  무적 ,조현석,아이콕스,"한국세무사회주관 국가공인자격시험대비, 단 하나뿐인 완성형 수험서
완벽한 이론과 유형별 문제 분석에 심혈을 기울인 단 하나뿐인 선택자

전산세무/회계 시험을 단기간에 합격하기 위해서는 올바른 문제와"
111,ISE 국가공인 산업보안관리사 2019 ,산업보안실무위원회,케듀아이,"본 교재는 국가공인 산업보안관리사 자격 취득을 위해 필요한 학습 교재로 관리적 보안, 물리적 보안, 기술적 보안, 보안사고대응, 보안지식경영 등 5개의 과목으로 구성되어 있다. 각 과목별로 산업보안 업무를"
112,전문코딩능력평가 COS PRO 2급 C 최적합 ,장대경,성안당,본 책의 집필 의도는 답을 찾는 방법보다는 코드를 이해하는 능력을 키우는 것입니다. 코딩 교육은 올바른 답을 찾기 위한 분석과 방법의 논리적인 사고 흐름을 갖도록 하는 것이라고 생각합니다. 하나의 문제를
113,ITQ 한글 2010 2020 ,IT 수험서편집팀,교학사,"ITQ는 한국생산성본부 KPC 에서 주관하는 국가 공인자격 시험으로, 이 시험을 통해 초등학생부터 대학생, 직장인, 노년층에 관계없이 IT 실력을 검증할 수 있습니다. ITQ는 실무중심의 문제로 출제됩니다."
114,웹디자인기능사 필기 기본서 2018  이기적 in  전2권 ,윤미선,영진닷컴,"한국산업인력공단에서 시행하는 웹디자인기능사 필기시험의 대비서로, 응시자들이 공부해야 할 이론을 꼼꼼하게 설명하고, 이론을 확인하는 기출문제로 바로 점검을 할 수 있다. 또한 합격을 다지는 예상문제,"
115,GTQ 포토샵 2급 세트 이기적  전2권 ,송재현,영진닷컴,본 도서는 GTQ 포토샵을 준비하는 수험생들이 효과적으로 시험에 대비할 수 있도록 구성된 기본서입니다. 일러스트 프로그램을 능숙하게 다뤄야 하는 시험에 맞서 시험장 입소 전 준비해야 할 GTQ 시험에 대해
116,ITQ 엑셀 ver.2010 2020  이기적  스프링 ,영진정보연구소,영진닷컴,"본 도서는 최신 출제기준을 적용한 도서로, ITQ 엑셀 시험 경향을 분석하여 수험생들이 혼자서도 학습할 수 있도록 한 완벽 대비서입니다. 엑셀 ver.2010을 기준으로 작성되었으며, 꼼꼼한 이론과 함께 유형을"
117,ITQ 액세스 ver.2010 2020  이기적 ,영진정보연구소,영진닷컴,"본 도서는 최신 출제기준을 적용한 도서로, ITQ 액세스 시험 경향을 분석하여 수험생들이 혼자서도 학습할 수 있도록 한 완벽 대비서입니다. 액세스 ver.2010을 기준으로 작성되었으며, 꼼꼼한 이론과 함께 유형을"
118,정보처리기능사 필기 최신 문제집: 무료 동영상 강의&CBT 온라인 모의고사 제공 2020  8절  이기적 ,영진정보연구소,영진닷컴,본 도서는 이론을 충분히 공부한 수험생이 짧은 시간을 투자하여 합격에 이를 수 있도록 구성된 정보처리기능사 필기 문제집입니다. 가장 최신 기출문제부터 다년간의 기출문제 12회를 철저하게 분석하였으며
119,정보처리산업기사 필기 기본서 세트 전3권 ,최희준,영진닷컴,본 도서는 필기 시험을 준비하는 수험생을 위한 기본서로서 다년간의 출제 경향을 철저히 분석하여 크게 핵심 이론인 기본서와 기출문제집으로 분권하였습니다. 1~3권에서는 필기시험 과목별로 나뉜 Part를 따라
120,사무자동화산업기사 필기 2020  이기적 ,신면철,영진닷컴,"본 도서는 사무자동화산업기사 필기시험을 준비하는 분들이 효과적으로 시험에 대비할 수 있도록 구성된 도서입니다. 최신 개정판으로 합격을 위한 핵심적인 내용만 담고자 했습니다. 

1. 무거운 가방은"
121,사무자동화산업기사 필기 기본서 2020  이기적  전2권 ,신면철,영진닷컴,본 도서는 사무자동화산업기사 필기시험을 준비하는 분들이 완벽하게 시험에 대비할 수 있도록 구성된 도서입니다. 최신 개정판으로 합격을 위해 시험에 나오는 이론을 꼼꼼히 담고자 했습니다. 1권의 이론과 무료
122,ICDL 2010,이한나,성안당,"『ICDL 2010』는 시험에 나오는 핵심 기능을 쉽게 익힐 수 있도록 각 기능에 대한 자세한 설명을 따라하기식 으로 구성하였으며 습예제를 통해 문제를 풀어보면서 각 기능을 익힐 수 있도록 하였고, 모의고사를"
123,ACA 인디자인 CC 최적합 ,이정미,성안당,"최적합 ACA 인디자인 CC는 ACA Adobe Certified Associate 는 포토샵 Photoshop , 일러스트레이터 Illustrator , 플래시 Flash , 드림위버 Dreamweaver , 프리미어 Premier , 인디자인 Indesign  총 6개 과목으로"
124,ITQ 엑셀 2010 2019  백발백중 ,박윤정,성안당,"대한민국 대표 IT 수험서
2019 백발백중 시리즈는
ㆍ 시험기준에 딱 맞춘 맞춤형 교재!
ㆍ 고득점 합격을 보장하는 완성형 교재!
ㆍ 효율적으로 공부하고 확실히 합격할 수 있는 필수 교재!

｜실력 향상을"
125,전문코딩능력평가 COS PRO 2급 Python 최적합 ,장대경,성안당,본 책의 집필 의도는 답을 찾는 방법보다는 코드를 이해하는 능력을 키우는 것입니다. 코딩 교육은 올바른 답을 찾기 위한 분석과 방법의 논리적인 사고 흐름을 갖도록 하는 것이라고 생각합니다. 하나의 문제를
126,컴퓨터활용능력 1급 필기 2020  백발백중  전2권 ,IT연구회,성안당,"[책의 특징]
1. 무료 MP3 강의 집중강좌 
본문 내용에서 중요 부분에 대한 무료 MP3 강좌를 제공함으로써 보다 쉽고 확실하게 시험을 준비할 수 있습니다. [자료실]-[자료실]에서 다운로드 

2. 군더더기 없는"
127,ISMS-P 인증심사원 자격검정 한권으로 합격하기,김창중,크라운출판사,"본 교재는 혼자서도 인증심사원 자격검정을 준비할 수 있도록 구성하였습니다. ISMS-P, PIA, 보안기술, 개인정보 보호법 제도를 한 권에 담아냄으로써 수험생 여러분들께 보다 효율적인 수험서를 제공하고자"
128,PCT 달인 한권으로 완성되는 PCT 본부 공식 학습서 ,정진국,양서각,"- 독자대상 : PCT 준비생
- 구성 : 이론 + 문제
- 특징 :
① 기존에 출제되었던 문제 집중 분석
② 다양한 모의 문제 수록
③ 필기 Window 7 문제 유형 추가
④ 한글 2010, MS 2010에 맞춘 문제 해결 방법"
129,ITQ MS Word 2010 라이센스플러스 ,렉스수험서팀,렉스미디어,"- 독자대상 : ITQ MS Word 2010 학습자
- 구성 : 이론 + 문제
- 특징 :
①핵심 내용을 따라하기 방식으로 꼼꼼하게 설명
②실전준비문제를 마련하여 ITQ MS워드 시험을 쉽고 빠르게 준비
③실전모의고사"
130,ITQ 엑셀 2010 2018 ,서명원,렉스미디어닷넷,"- 독자대상 : ITQ 엑셀 2010 학습자, 자격증 시험 준비생
- 구성 : 이론 + 문제
- 특징 : 실전모의고사 10회분과 최신기출문제 15회분을 제공"
131,전산세무 2급 2019  LOGIN ,김영철,어울림,"- 독자대상 : 전산세무회계사 시험 준비생 
- 구성 및 특징 : 	
① 최근 경향 반영	
② 학습 내용 체계적으로 구성"
132,컴퓨터활용능력 2급 실기 세트 오피스2010  2019  주희쌤의  전3권 ,이주희,배움,"단기 합격을 위한 주희쌤만의 비밀 팁 대공개!

* 시험에 자주 나오는 핵심을 엄선하여 정리
* 개념 이해 문제부터 상시 복원 문제까지 모두 수록 
* 쉽게 따라 할 수 있는 친절한 문제 풀이
* 상시 시험"
133,PMP PRIDE,PMP홀릭,프리렉,"2014년 처음 출간된 이후, PMP 자격증을 준비하는 수험생에게 많은 사랑을 받은 PMP PRIDE가 새로워졌습니다. 프로젝트 과정을 여행에 비유하여 이해하기 쉽게 설명한 장점은 그대로 살리고, 6판으로 변경된 PMBOK"
134,PMP PRIDE 국제공인 PMP/CAPM 자격취득 문제집 ,원지호,프리렉,PMP 시험의 빠른 합격 비결은 단순 암기식 문제 풀이가 아니라 이해를 기반으로 한 체계적인 문제 풀이입니다. 이 책은 반복적인 학습과 함께 전체 흐름을 이해할 수 있게 구성되었습니다. 또한 다양한 산업
135,전산세무 1급 2019  이패스 ,유슬기,이패스코리아,"전산세무 1급을 공부하는 수험생이 본 교재만으로도 충분한 시험대비가 가능하도록 필수이론을 빠짐없이 요약하였으며, 최근 기출문제를 분석하여 최신출제경향에 맞는 문제들만 수록하였습니다."
136,마케팅 빅데이터 분석, 사 한국소프트웨어 기술인협회,광문각,"1. 마케팅 빅데이터관리사란?
경영에서 가장 활발하게 분석 및 활용되고 있는 마케팅 분야에서 빅데이터를 분석 및 활용할 수 있는 전문 인력을 양성하고 검증하기 위한 자격 시험입니다.

2. 민간자격"
137,DIAT 프리젠테이션 파워포인트 2010 2019  이공자 ,KIE 기획연구실,아카데미소프트,"◆ 출제유형 완전정복하기 : 최근에 출제된 DIAT 시험의 출제유형을 분석하여 새롭게 변경된 내용과 시험에 자주 출제되는 부분을 단계별로 체크하고 작성할 수 있도록 구성하였습니다. 
◆ 유형정복 모의고사"
138,ITQ 한글2010 스텐드형  2019  이공자  스프링 ,KIE 기획연구실,아카데미소프트,"- 최근 3개년 시험 분석!
- 고득점 취득을 위한 출제유형 그대로 따라하기 제공!
- 자동채점프로그램 무료 제공!

● 출제유형 완전정복하기 
최근에 출제된 ITQ 시험의 출제유형을 분석하여 새롭게 변경된"
139,ITQ 엑셀 2010 2019  이공자  스프링 ,KIE 기획연구실,아카데미소프트,"- 최근 3개년 시험 분석!
- 고득점 취득을 위한 출제유형 그대로 따라하기 제공!
- 자동채점프로그램 무료 제공!"
140,창의적 사고력을 키워주는 SW코딩자격 With 스크래치 2급,송복민,이한미디어,"SW코딩자격 Software Coding and Computing Test 이란?
교육부·과학기술정보통신부의 소프트웨어 의무화 및 교육 확산 기조에 맞추어
한국생산성본부에서 기획·개발한 SW코딩능력평가"
141,전산회계 1급 실기 필기 2019  최대리  개정판 ,최남규,최대리,"- 독자대상 : 전산회계 1급 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
142,전산회계 1급 기출문제 및 핵심요약 2019  Login ,김영철,솔로몬북,"- 독자대상 : 전산회계 1급 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
143,합격잡는 ITQ OA Master 엑셀&파워포인트&한글 2010 사용자용  돈시아 ,IT자격분석팀,시대인,"- 독자대상 : ITQ OA Master 엑셀&파워포인트&한글 준비생
- 구성 : 유형분석 + 문제
- 특징 : 
① 답안 작성 과정을 쉽게 이해할 수 있도록 작업 과정 미리 보기 제공
② 문제 유형 분석을 통해 답안 작성에"
144,MOS 2016 Powerpoint 돈과 시간을 아껴주는 ,정동임,시대고시기획,"● 유형 분석 : 평가 항목 및 기출 문제를 분석하여 필수 기능들만 따라하며 익힐 수 있도록 구성하였습니다.
● 실전 문제 : 연습은 실전처럼! 실전 감각을 키울 수 있도록 기출 유형 모의고사 문제를"
145,MOS 2016 Word 돈과 시간을 아껴주는 ,서은주,시대고시기획,"● 유형 분석 : 평가 항목 및 기출 문제를 분석하여 필수 기능들만 따라하며 익힐 수 있도록 구성하였습니다.
● 실전 문제 : 연습은 실전처럼! 실전 감각을 키울 수 있도록 기출 유형 모의 고사 문제를"
146,데이터 분석 전문가/준전문가 단기완성 2019  합격공식 ,김경태,시대고시기획,"<2019 데이터 분석 전문가/준전문가 단기완성>은 한 권으로 자격시험을 충분히 대비하고 준비할 수 있도록 아래와 같이 구성되었습니다.

ㆍ 출제 유형을 최대한 반영한 핵심이론을 통해 개념을 확실히 짚고"
147,경영 빅데이터 분석사 2급 단기완성 2019  시대에듀  개정판 ,김경태,시대고시기획,"[도서 특징]

경영 빅데이터 분석사 2급 합격으로 가는 Short Cut!
■ 체계적인 학습을 위한 실전 압축 핵심이론!
■ 더 쉬운 이해를 위한 저자의 TIP과 이해 더하기!
■ 상세한 해설로 개념을 복습하는"
148,전산세무 2급 기출문제집 2019  에듀윌 ,김성수,에듀윌,"전산세무회계 베스트셀러 1위 
기출도 역시 에듀윌!

<2019 EBS 에듀윌 전산세무 2급 기출문제집>은 문제와 해설, 백데이터를 2019년에 시험에 맞춰 수정하였습니다. 또한 현직 세무사의 전 회차 무료"
149,전산회계 1급 이론 실기 기출 2019  주기다 ,이효진,더배움,"● 이 책의 특징
1. 실전대비  KcLep 케이랩 프로그램 활용
2. 무료 동영상 강의  강의와 함께하는 수험서
3. 완벽대비  체계적으로 정리한 이론
4. 기출문제 부록   분개연습+T계정 연습
5. 실기공부"
150,ITQ 엑셀 기본서 엑셀 2010 사용자용  2020  시나공 ,길벗 알앤디,길벗,"짧은 시간 투자하여 A 등급을 받을 수 있는 효율적 학습 전략 제시!

ITQ 시험은 취득 점수에 따라 등급이 부여되기 때문에 합격이라도 다 같은 합격이 아닙니다. 높은 점수를 얻어서 A 등급으로 합격해야"
151,정보처리기사&산업기사 필기 2019  한 권으로 끝내는  개정판  알기 쉬운 알기사 ,이성행,탑스팟,"- 독자대상 : 정보처리기사&산업기사 시험 준비생
- 구성 및 특징 :
① 다양한 학습도우미
② 이론 + 기출풀이 온라인 저자 직강 교재
③ 섹션별 출제 빈도 표기
④ 자세한 이론과 해설"
152,정보보안기사&산업기사 실기 2019  개정판 8판  전2권 ,정일영,탑스팟,"정보보안기사의 전신인 SIS 자격증이 전공/보안실무자 위주의 자격증이었던 것에 비해, 2013년부터 국가공인으로 승격 시행되는 정보보안기사 자격증은 비전공자도 응시할 수 있도록 자격이 완화되었습니다."
153,전산세무 1급 세트 2019  무적  전3권 ,조현석,아이콕스,"한국세무사회주관 국가공인자격시험대비, 단 하나뿐인 완성형 수험서
완벽한 이론과 유형별 문제 분석에 심혈을 기울인 단 하나뿐인 선택자

전산세무/회계 시험을 단기간에 합격하기 위해서는 올바른 문제와"
154,국가공인 산업보안관리사 적중예상문제집,산업보안실무위원회,케듀아이,"- 교재의 개요
본 교재는 국가공인 산업보안관리사 자격 취득을 위해 필요한 학습교재로 관리적 보안, 물리적 보안, 기술적 보안, 보안사고대응, 보안지식경영 등 5개 과목의 핵심요약과 최신 기출문제를 반영한"
155,DIAT 워드프로세서 2010 고소한  스프링 ,해람북스 기획팀 편집부,해람북스 구 북스홀릭 ,"짧은 시간에 보다 효과적으로 DIAT 자격시험을 준비할 수 있도록 최신기출유형을 철저히 분석하여 그 결과를 토대로 군더더기 없이 주요 핵심만을 정리하였으며, 기본을 다질 수 있는 다양한 연습문제와 실전을"
156,CDT 코딩창의개발능력 2급 엔트리 ,해람북스 기획팀,해람북스 구 북스홀릭 ,"논리적 사고와 창의적 문제 해결 능력을 갖춘 인재 양성의 일환으로 S/W 코딩 프로그래밍 을 기반으로 한 창의적이고 절차적인 문제 해결 능력을 객관적으로 검정하는 자격 
코딩 교육의 목적 [컴퓨팅적 사고력"
157,DIAT 인터넷정보검색 프리패스 ,해람북스 기획팀,해람북스 구 북스홀릭 ,"짧은 시간에 보다 효과적으로 DIAT 자격시험을 준비할 수 있도록 최신기출유형을 철저히 분석하여 그 결과를 토대로 군더더기 없이 주요 핵심만을 정리하였으며, 기본을 다질 수 있는 다양한 연습문제와 실전을"
158,CPPG 개인정보관리사 Best of Best 시리즈 ,김진홍,위즈플래닛,"ㆍ 실전 및 실무 문제로 짧은 시간에 100% 합격하기!
ㆍ 최근 개정 사항을 상세히 검토하여 본문 내용에 100% 반영!
ㆍ 국제표준정보보안연구소 SECUFRAME  감수 및 추천 도서!!
ㆍ 추천  안종하 범죄학박사"
159,3D프린터운용기능사 필기 NCS 기반  개정판 ,정종현,북스케치,"국가기술자격 검정 출제기준에 따른 
최적의 3D프린터운용기능사 대비 수험서
 1. 출제기준에 따른 3D프린터 이론 학습
 2. 학습의 이해를 돕는 Check Point 수록
 3. 주제별 핵심내용을 반영한 출제예상문제"
160,IEQ 인터넷윤리자격 지도사 국가공인  개정판 ,윤미선,앤아이컴즈,"'IEQ 지도사 자격 대비 완벽 분석! 
IEQ 지도사의 출제 유형을 철저히 분석하여 알기 쉽게 해설하였으며, 예상 문제와 연습 문제 및 모의고사를 통해 시험에 완벽하게 대비할 수 있습니다."
161,전산회계 1급 파이널 2019  PERFECT ,황향숙,배움,"최근 출제의 경향을 분석한 결과 이론적 체계 없이는 합격할 수 없으므로, 과거의 방식대로 암기식, 요약식의 시험대비는 자격 취득 실패의 쓴맛을 보게 될 것입니다. 본 서 전산회계 2급은 회계이론을 기초로"
162,전산세무 2급 파이널 2019  PERFECT ,황향숙,배움,"최근 출제의 경향을 분석한 결과 이론적 체계 없이는 합격할 수 없으므로, 과거의 방식대로 암기식, 요약식의 시험대비는 자격 취득 실패의 쓴맛을 보게 될 것입니다. 본 서 전산세무2급 파이널은 회계이론을"
163,회계실무 2019  개정판 ,정호주,파스칼미디어,"- 독자대상 : 전산회계운용사 3급 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
164,전산세무 2급 2019  PERFECT ,황향숙,도서출판배움,"최근 출제의 경향을 분석한 결과 이론적 체계 없이는 합격할 수 없으므로, 과거의 방식대로 암기식, 요약식의 시험대비는 자격 취득 실패의 쓴맛을 보게 될 것입니다. 본 서 전산세무2급은 회계이론을 기초로"
165,ITQ 파포 2010 2019  이공자 ,KIE 기획연구실,아카데미소프트,"- 최근 3개년 시험 분석!
- 고득점 취득을 위한 출제유형 그대로 따라하기 제공!
- 자동채점프로그램 무료 제공!"
166,컴퓨터활용능력 2급 실기 기출문제집 2019  시나공 ,길벗R&D,길벗,"새롭게 출제된 기출문제를 유형별로 완벽하게 복원하였습니다. 

‘기출유형별 기능 정리표’가 있어 필요한 부분만 집중적으로 학습할 수 있고, 자동 채점 프로그램이 들어 있어 간단하게 오답 체크를 하여"
167,포토샵 1급  세트 이기적 GTQ ,송재현,영진닷컴,본 도서는 GTQ 포토샵을 준비하는 수험생들이 효과적으로 시험에 대비할 수 있도록 구성된 기본서입니다. 일러스트 프로그램을 능숙하게 다뤄야 하는 시험에 맞서 시험장 입소 전 준비해야 할 GTQ 시험에 대해
168,컴퓨터그래픽스 운용기능사 실기 기본서 2019  이기적  전2권 ,김경수,영진닷컴,"본 도서는 2019년도에 적용될 출제 기준안을 적극 반영하여, 컴퓨터그래픽스운용기능사를 준비하는 수험생들이 효과적으로 시험에 대비할 수 있도록 구성된 기본서입니다. 3개의 그래픽 프로그램을 4시간 안에"
169,ITQ 엑셀 2010 스프링 ,서명원,렉스미디어닷넷,"- 독자대상 : ITQ 엑셀 2010 학습자
- 구성 : 이론 + 문제
- 특징 : 
① ITQ 시험의 출제유형을 작업별로 분석하여 자세하게 설명
② 실전연습문제 마련하여 ITQ 시험을 쉽고 빠르게 준비할 수 있도록 함
③"
170,전산회계 1급 이론 실무 2019  무적 ,조현석,아이콕스,"한국세무사회주관 국가공인자격시험대비, 단 하나뿐인 완성형 수험서
완벽한 이론과 유형별 문제 분석에 심혈을 기울인 단 하나뿐인 선택자

전산세무/회계 시험을 단기간에 합격하기 위해서는 올바른 문제와"
171,3D프린터 운용기능사 필기 2019 ,최종성,예문사,"필기 합격률 80% 3D프린팅 전문교육업체  주 인텔리코리아의 3D프린터 운용기능사 교재!
‘2019 3D프린터 운용기능사 필기’는 인텔리코리아 평생교육원과 매일경제 자격증대비반의 압도적인 필기 합격률 80%를"
172,3D프린터 운용기능사 실기 2019 ,최종성,예문사,"30년간 3D프린팅에 전념해 온 3D프린팅 전문교육업체  주 인텔리코리아의 3D프린터 운용기능사 교재!
‘2019 3D프린터 운용기능사 실기’는 1990년 설립 이래 30여 년간 3D프린팅에 전념해 온 3D프린팅"
173,웹디자인기능사 실기 기본서 이기적 in ,윤미선,영진닷컴,"본 도서는 웹디자인기능사를 준비하는 수험생들이 효과적으로 시험에 대비할 수 있도록 구성된 도서로서, 변화된 웹디자인기능사 실기 시험에 독자님들이 쉽게 적응하는 데 도움을 드리고자 하였습니다. 기초"
