순위,제목,저자,출판사,요약
87,스케치 무작정 따라하기,김정원,길벗,"스케치 Sketch 는 단순하고 직관적인 인터페이스로 쉽고 빠르게 웹/앱 디자인을 완성할 수 있어 UX/UI 디자이너가 선호하는 도구이다. 스케치와 연동하여 효율적인 작업을 돕는 제플린, 플린토, 인비전 등의"
88,쇼핑몰 디자인 무작정 따라하기,신승희,길벗,"보통 1인 창업으로 시작하는 쇼핑몰은 혼자서 소소한 관리부터 로고, 아이콘, 배너, 팝업 창, 상세페이지 디자인 및 간단한 코딩까지 담당합니다. 쇼핑몰 디자인은 포토샵에서 고객이 상품 이미지를 쉽게 알아볼"
89,마이크로카피,킨너렛 이프라,에이콘출판,"디지털 인터페이스를 위한 스마트하고 유용한, 그리고 도움이 되는 마이크로카피를 작성하는 데 필요한 지식과 도구를 제공한다. 여기에는 원칙, 실전 팁 및 기업, 신생 기업, 중소 기업의 실제 사이트 및 앱에서"
90,사용자 경험 지도 UX 프로페셔널 ,피터 사보,에이콘출판,"사용자 경험 지도는 사용자를 이해하고 전략적 인사이트를 얻는 데 유용하다. 또한 이해관계자들과 커뮤니케이션하는 데 도움이 되며 조직이 사용자 중심으로 사고하도록 돕는다. 이 책에서는 행동 변화 지도, 4D"
91,음성 사용자 인터페이스 디자인 UX 프로페셔널 ,캐시 펄,에이콘출판,최근 가장 주목 받는 음성 사용자 인터페이스 VUI 는 어떻게 기획될까? 저자 캐시 펄 Cathy Pearl 은 17년 동안 쌓아온 경험을 바탕으로 음성 사용자 인터페이스를 명쾌하게 정리한다. 음성 사용자 인터페이스를
92,보이스봇 & 챗봇 디자인 UX 프로페셔널 ,레이첼 배티시,에이콘출판,"인간이 머신과 커뮤니케이션 대화 하는 방법을 보여준다. 머신과의 대화가 어떻게 발전해왔고 미래에 어떤 방식으로 진화하는 지를 알려주고, 머신과 상호 작용하는 방법을 설명한다. 아마존, 구글 등 선도적인"
93,콘텐츠 어드밴티지 2/e,콜린 존스,에이콘출판,"마케팅과 영업, 지원부터 인사관리에 이르는 모든 비즈니스 기능은 콘텐츠를 필요로 한다. 비즈니스를 성공으로 이끌 수 있는 열쇠인 콘텐츠를 기획, 제작, 전달, 최적화하는 데 필요한 종합적이면서 현대화된"
94,러닝 리액트,알렉스 뱅크스,한빛미디어,"리액트는 페이스북이 개발한 자바스크립트 라이브러리로 넷플릭스, 월마트, 뉴욕타임스 등 글로벌 기업의 웹 인터페이스에 적극 도입되며 세력을 넓히고 있다. 리액트를 활용하면 데이터 기반 웹 사이트에서"
95,윤피티의 SNS 콘텐츠 만들기 with 파워포인트 20일 완성! 나도 할 수 있다 ,윤상림,한빛미디어,"카드뉴스, 블로그 배너, 섬네일 사진, 제품 상세페이지 등 SNS 곳곳에 사용되는 이미지를 만들기 위해 꼭 포토샵과 일러스트레이터를 배워야 할까요? 아닙니다! 파워포인트를 이용해 감각적인 SNS 이미지 콘텐츠를"
96,동남아시아 최고의 온라인 쇼핑몰 라자다 창업 & 운영하기,안영신,휴먼하우스,"아시아의 아마존이라고 불리는 라자다는 말레이시아, 인도네시아, 필리핀, 싱가포르, 태국, 베트남 등 동남아시아 주요 국가에 사이트를 둔 동남아시아 최고의 온라인 쇼핑몰이다. 이 책은 라자다 말레이시아 입점"
97,네이버 검색 상위 노출 실전북 홍마리오의 ,황홍식,앤써북,"바로 써먹는 블로그, 카페, 지식iN 검색 상위 노출 실전 프로젝트 『홍마리오의 네이버 검색 상위 노출 실전북』. 이 책은 저자가 2014년에 집필하여 이미지퍼블리싱에서 출판된 “네이버 검색1위 만들기”를 전면"
98,cafe24 스마트디자인으로 인터넷 쇼핑몰 만들기 개정판 3판 ,이시환,앤써북,"PC 쇼핑몰 & 모바일 쇼핑몰 & 상품 상세페이지 & 디자인 요소 & 코딩을 모두 담아 
전면 개정 3판이 새로 나왔다! 
 『cafe24 스마트디자인으로 인터넷 쇼핑몰 만들기』의 세 번째 전면 개정판이 나왔다! 이번"
99,워드프레스 초급 5.x 최신 버전  New 홍마리오의  2판 ,황홍식,앤써북,"New 홍마리오의 워드프레스 초급 책이 새로워진 워드프레스 5.x 버전을 반영하고, 더 친절한 동영상 강의로 완전 새롭게 개정 2판으로 출간되었다.
『New 홍마리오의 워드프레스 초급_개정 2판』책에는 “테마"
100,반응형 웹 실전 프로젝트 가이드 개정판  애프터스킬 시리즈 ,김광수,아이콕스,"HTML5, CSS3, JavaScript, jQuery를 한 권으로!
실전 프로젝트를 통하여 반응형 웹사이트를 직접 구현해 본다!

이 책은 ‘웹 표준이라는 약속’에 대한 이야기를 바탕으로, 누구나 쉽게 단계적으로 따라갈 수"
101,워드프레스 테마 직접 만드는 개발자 되기,김경호,스포트라잇북,"모두들 워드프레스는 ‘쉽다’고 말한다. 구축비용이 ‘저렴하다’고 말한다. 사이트 관리가 ‘편하다’고 말한다. 하지만 그것은 온전한 사실이 아니다. 개발을 쉽게 하면 유지 관리는 어려워지고, 저렴하게 만들"
102,스팀잇 왕초보 가이드북 단 3시간으로 스팀잇 기초를 완성하는 ,우동성,온라인 비즈니스 스쿨,이 책을 통해 사용자들이 좀 더 쉽게 스팀잇을 적응했으면 합니다. “글쓰면 돈주는 블로그” “글을 쓰면 돈을 주는 글로소득” 스팀잇에서는 때론 직장인 월급 보다 많은 수익을 얻어 가는 분들이 있습니다.
103,카페24 스마트 디자인을 이용한 쇼핑몰 실전 테크닉 레이아웃별로 따라하면서 배우는 ,고은희,아티오,카페24에서 쇼핑몰을 만들 때 스마트 디자인 기능을 이용하면 정형화된 틀이 아닌 쇼핑몰 기능을 마음대로 추가 및 삭제하여 나만의 레이아웃으로 톡톡튀는 화면을 구축할 수 있습니다. 이 책은 카페24의 스마트
104,경험 디자인 교과서,피터 벤츠  엮음 ,유엑스리뷰 UX REVIEW ,"이 책은 스탠퍼드대학교, 파슨스 디자인스쿨, 런던예술대학 등에 재직 중인 세계적 학자 및 연구자 27인이 모여 ‘경험 디자인’이라는 공동 주제를 탐구하며 관련 이론과 다양한 연구 주제를 설명한 다학제적"
105,서비스 디자인 바이블,조 히피,유엑스리뷰 UX REVIEW ,"이 책은 마이크로소프트, 삼성, 메르세데스 벤츠, 현대자동차 등 일류 기업들이 선택한 세계 최고의 서비스 디자인 및 경험 디자인 전문 기업 엔진의 창립자들이 직접 쓴 실무 기반의 이론서이다. 그동안"
106,도널드 노먼의 인간 중심 디자인,도널드 노먼,유엑스리뷰 UX REVIEW ,"애플 부사장, IDEO 펠로우, 여러 명문대학의 교수를 역임한 UX 사용자 경험 의 창시자, 도널드 노먼이 말하는 PC 시대 이후의 인간 중심 디자인을 다룬 책. 디자인과 서비스 개발의 기본적이고도 필수적인"
107,아마존 웹 서비스 부하 테스트 입문 제이펍의 클라우드 시리즈 17 ,나카가와 타루하치,제이펍,이 책에서는 부하 테스트의 기본적인 정의부터 다양한 부하 테스트 도구를 설명하였습니다. 무엇보다 어렵게 느껴지는 부하 테스트의 진행 과정을 순차적으로 쉽게 설명하였습니다. 단계별로 이론과 실제 발생
108,블로그 마케팅 아무나 쉽게 따라하는 ,남궁은,페이스메이커,"마케팅에서 블로그는 이제 선택이 아닌 필수다. 이 책은 블로그의 기본적인 사용법부터 시작해 초보자도 쉽게 글을 쓸 수 있는 콘텐츠 작성 방법, 블로그 기획·구성·운영 방법, 블로그 마케팅 시 필수적으로"
