순위,제목,저자,출판사,요약
89,"You Don't Know JS: 타입과 문법, 스코프와 클로저",카일 심슨,한빛미디어,"웹 초창기 시절부터 자바스크립트는 사람들이 대화하듯 웹 콘텐츠를 소비할 수 있게 해준 기반 기술이었다. 20년 가까이 흐른 지금은 엄청난 규모로 기술적 역량이 성장하였고, 세계에서 가장 널리 사용되는"
90,XML기초와 활용 CD-ROM포함 ,홍동희 외,한올출판사,이 책은 해당 분야 전공자들을 위한 교재 겸 전문서이다.
91,DOM을 깨우치다,코디 린들리,비제이퍼블릭,『DOM을 깨우치다』는 DOM 라이브러리 없이 문서 개체 모델에 대한 스크립트를 작성하여 HTML을 효율적으로 조작하는 방법을 소개한다. 최신 브라우저에 기본적으로 존재하는개념들과 코드를 사용하여 DOM
92,자바스크립트 + jQuery 마스터 초보가 고수되기 5 ,김광수,아이콕스,[자바스크립트 + jQuery 마스터]는 내게 필요한 jQuery 라이브러리를 선택해서 만들고 싶은 이들에게 전 과정을 단계별 예제로 쉽고 친절하게 설명한다. 번호와 밑줄 표시로 한눈에 알아보기 쉽게 자세하고
93,JSP & Servlet : Oracle & Eclipse 백견불여일타 ,성윤정,로드북,"『JSP & Servlet : Oracle & Eclipse』는 웹 서비스 개발자가 되기 위한 입문자들을 위한 책이다. 입문자들은 코딩을 반복해 봄으로써 과정에 익숙해지고, 원리가 보이며 전체적인 맥락을 짚을 수 있기 때문에 이"
94,HTML5 캔버스 완벽 가이드 위키북스 오픈소스 웹 시리즈 45 ,데이비드 기어리,위키북스,『HTML5 캔버스 완벽 가이드』는 HTML5와 자바스크립트를 이용해 캔버스에 직선을 그리는 방법부터 핀볼 게임을 구현하는 방법까지 모든 과정을 담고 있다. 전반부에는 도형 및 텍스트를 캔버스에 그리는 방법과
95,PHP 프로그래밍 입문 3판  IT CookBook 250 ,황재호,한빛아카데미,"다양하고 쉬운 실습 예제를 통해 PHP 프로그래밍 문법과 MySQL 데이터베이스 명령을 자연스럽게 익히고 Apache, MySQL 간의 흐름을 파악할 수 있습니다. 회원 가입, 로그인, 쪽지, 게시판, 관리자 모드 기능이"
96,모던 자바스크립트 개발자를 위한 리액트 프로그래밍 위키북스 오픈소스 & 웹 시리즈 86 ,쿠지라 히코우즈쿠에,위키북스,"이 책은 Node.js와 리액트를 사용한 응용 프로그램 개발 과정을 설명한 해설서입니다. 

Node.js와 최신 자바스크립트 사양에 대해 소개하며, 페이스북이 개발한 UI 프레임워크인 리액트에 대해 알아봅니다."
97,HTML+CSS 웹 디자인 입문 러닝스쿨! 한 권으로 끝내는  위키북스 러닝스쿨 시리즈 5 ,Mana,위키북스,"이 책은 HTML, CSS, 웹 디자인 기초를 다루고, 예제를 만들면서 배워보는 책입니다. 웹 디자인에 대해 아무것도 몰라도 처음부터 차근차근 배울 수 있도록 HTML과 CSS 기초를 알려주며 반응형 웹, Flexbox, 그리드"
98,PHP 7 예비학교,오오시게 요시유키,길벗,"PHP는 대표적인 서버 프로그래밍 언어로, 페이스북, 워드프레스, 미디어위키 등이 PHP로 작성되었다. 또한 PHP는 직관적이고 간결해 프로그래밍 경험이 없어도 시작할 수 있을 만큼 쉽다. 이 책에서는 PHP 실습"
99,모두의 HTML5 & CSS3,김인권,길벗,"컴퓨터 관련 전공자나 전문가만이 웹 사이트를 개발하던 시대는 지났다. 이제는 누구나 코딩을 배워서 개인 홈페이지나 1인 스타트업 페이지, 기업 홈페이지 등을 제작할 수 있다. HTML 태그를 다 알지 못해도"
100,리팩토링 자바스크립트,에반 버차드,길벗,"코드의 기본 품질이 좋지 않으면 항상 버그와 성능 문제가 생긴다. 버그는 마술처럼 사라지지 않고, 또 다른 버그를 만들기도 한다. 이 책은 자바스크립트의 품질에 집중해 더 나은 코드를 만들기 위한 최선의"
101,프로젝트로 완성하는 Go 프로그래밍 acorn+PACKT 시리즈 ,맷 라이어,에이콘출판,Go는 인터넷/웹2.0 시대의 언어로서 성장하는 프로그래밍 언어이다. 이 책은 Go 언어로 강력한 시스템을 구축하는 방법을 보여준다. Go에 내장된 동시성 메커니즘과 강력한 셸 기능을 활용해 고품질의 커맨드라인
102,객체지향 자바스크립트 3판  acorn+PACKT 시리즈 ,베드 안타니,에이콘출판,"자바스크립트는 웹 사이트 개발에 사용되는 객체지향 프로그래밍 언어다. 오늘날 작성되는 웹 페이지는 콘텐츠 HTML 와 프레젠테이션 CSS , 동작 자바스크립트 의 세 부분으로 구성되는 패러다임을 따른다."
103,Vue.js 2 Cookbook acorn+PACKT 시리즈 ,안드레아 파살리아,에이콘출판,뷰JS Vue.js 는 최신 MVVM Model-View-View-Model  패턴 기반의 뷰 프레임워크로 재사용 가능한 컴포넌트와 반응형 바인딩 등의 쉬운 사용법으로 널리 알려져 있다. 이 책의 저자도 뷰를 통해 프론트엔드 기술에
104,스프링 5.0 마이크로서비스 2/e,라제시 RV,에이콘출판,"마이크로서비스 아키텍처 개념을 먼저 알아보고 일반적인 스프링 부트 웹 애플리케이션을 스프링 클라우드, 스프링 리액티브 기술을 활용해서 마이크로서비스로 만들어가는 과정을 풍부한 예제와 실행 화면을 통해"
105,동형 자바스크립트 웹 개발,토마스 알라베스,에이콘출판,"리액트 React 와 Node.js, 그 밖의 다양한 플러그인을 활용해, 서버와 클라이언트에서 동일한 코드를 사용할 수 있는 동형 Isomorphic  웹 앱 구현 기법을 소개한다. 쉬운 예제를 제공하며, 개발 경험이 많지"
106,웹어셈블리,마이크 루크,에이콘출판,"웹어셈블리가 무엇인지, 웹어셈블리 모듈을 어떻게 작성하고 빌드하는지가 궁금하다면 이 책을 보자. 작성한 웹어셈블리 모듈과 자바스크립트가 어떻게 상호작용하는지, 웹어셈블리를 이용해서 어떤 웹"
107,예제로 배우는 Vue.js,원철연,에이콘출판,"자바스크립트 프레임워크인 React, Angular, Vue 중 Vue.js는 가장 인기 있는 프론트엔드 Github 프로젝트가 됐다. 이 책에서는 Vue.js 학습에 필요한 기본적인 환경 설정부터 뷰 인스턴스, 컴포넌트,"
108,함수형 자바스크립트,루이스 아텐시오,한빛미디어,함수형 프로그래밍은 먼 나라 이야기가 아닙니다. 특히 사소한 부분 하나가 시스템 전체를 망가뜨릴 수 있는 웹 애플리케이션에서 함수형과 리액티브 프로그래밍의 이점이 더욱 주목받고 있습니다. 함수형
109,Web Programming 기초부터 응용까지 다루는  IT HOLIC 139 ,이태동,북스홀릭퍼블리싱,"본 교재는 웹 프로그래밍 기초 다지기 개발 입문서로서 JavaScript와 jQuery에 대한 기능을 기초부터 응용까지 체계적으로 내용을 수록하였으며, 학습예제 실행 결과화면과 그림을 본문에 삽입하여 독자들이 쉽게"
110,프로그레시브 웹 앱의 모든 것,최한섭,좋은땅,"◆ 실습에 필요한 핵심 사전 지식도 제공합니다. : HTML, CSS, HTTP, Node.js, Javascript  Promise & Fetch 
◆ 실습과 관련된 각종 Tool의 설치 과정부터 사용 방법까지 포함했습니다.
◆ Progressive Web"
111,웹디자이너를 위한 자바스크립트 아름다운 웹사이트 만들기 시리즈 20 ,매트 마키스,웹액츄얼리코리아,"자바스크립트의 기본 문법과 핵심 원리를 알기 쉽게 설명하여 자바스크립트의 기초를 튼튼하게 해준다. 객체에 대한 상세한 설명부터 문법 규칙, 프로토타입 속성, 함수 사용법, 루프를 처리하는 방법, DOM의"
112,자바스크립트 & 제이쿼리,존 두켓,제이펍,이 책은 자바스크립트 코드를 읽고 쓰는 방법뿐 아니라 간결하면서도 시각적인 방법으로 컴퓨터 프로그래밍의 기초에 대해서도 가르쳐줍니다. 필요한 것은 HTML과 CSS에 대한 이해뿐입니다. 이 책은 유명
113,AngularJS 인 액션,루카스 루벨키,제이펍,"『AngularJS 인 액션』은 AngularJS를 처음 배우는 사람에게 적합한 책이다. 대화형 단일 페이지 웹 인터페이스를 개발하는 방법, MVVM과 같은 최신 패턴을 적용하고 백엔드 서버와의 상호작용과 같은 다양한 작업"
114,처음 만나는 자바스크립트 First Step 1  반양장 ,가노 스케하루,제이펍,"『처음 만나는 자바스크립트』는 자바스크립트의 기본을 탄탄한 이론과 상세한 해설, 실용적 예제로 재미있게 구성되어 있다. 또한, 자바스크립트의 기본 기능 소개는 물론 프로그래밍할 때 필요한 사고방식에도"
115,자바스크립트 마스터 북 2판 ,야마다 요시히로,제이펍,"이 책은 개발자가 알아야 할 기본 문법과 ECMAScript 6에 의해 계속 진화하고 있는 자바스크립트의 새로운 기법은 물론, 객제지향 구문, Ajax 클라이언트 측 개발에 대해 상세히 설명하며, 테스트, 문서, 코딩 등"
116,프로 자바스크립트 테크닉 프로 시리즈 7 ,존 레식,비제이퍼블릭,자바 중고급 대상자들을 위해 전문적인 프로그래머가 응용할만한 내용을 수록하며 자바스크립트의 최신 상태를 개괄적으로 소개하는 [프로 자바스크립트 테크닉]. 자바스크립트는 rollover나 상태 바 문자열을
117,Microsoft Azure Machine Learning 2판 ,로저 바르가,비제이퍼블릭,[Microsoft Azure Machine Learning]은 예측 모델의 구축과 배포에 초점을 맞춰서 데이터 사이언스와 머신 러닝을 소개하고 실용적인 예제를 제공한다. 또 2015년 초반에 공개된 마이크로소프트 애저 머신 러닝
118,Go 웹 프로그래밍,사우 셩 창,비제이퍼블릭,"[Go 웹 프로그래밍]은 여러분에게 웹 애플리케이션을 만드는 방법을 가르쳐준다. 웹 서비스에서 JSON 및 XML을 만들고 사용하는 과정에서 외부 프레임워크 의존도를 최소화하는 방법을 발견하게 될 것이며, 응용"
119,프론트엔드 웹 개발 제대로 배우는 ,크리스 아키노,비제이퍼블릭,프론트엔드 개발자는 기기나 운영체제와 상관없이 최대한 다양한 사용자가 이용할 수 있도록 브라우저에서 작동하는 애플리케이션을 내놓는다. 이 가이드는 플랫폼에 호환되는 풍부한 웹 사용자 경험을 만들기
120,RxJS 퀵스타트,손찬욱,루비페이퍼,RxJS가 소프트웨어 개발 문제를 어떤 식으로 해결하려 했는지를 살펴보면서 RxJS에 녹아들어간 함수형 프로그래밍과 리액티브 프로그래밍 패러다임을 이해한다. 더불어 서비스에서 사용할 수 있는 풍부한 예제를
121,스프링 부트 퀵스타트 누구나 끝까지 따라 할 수 있는 ,채규태,루비페이퍼,"이 책은 스프링 부트의 자동설정을 시작으로, 스프링 데이터 JPA를 이용한 데이터베이스 처리, 타임리프를 이용한 템플릿 기반의 화면구성, 그리고 스프링 시큐리티를 이용한 인증과 인가 처리에 대해서 알아본다."
122,자바스크립트 프론트엔드 프로젝트 가이드 애프터스킬 ,심준식,아이콕스,"술술 잘 읽히는 JavaScript Frontend 필독서
현업 개발자처럼 생각하자!

이 책은 실제 프로젝트에 쓰일 법한 예제들을 차근차근 다루어 나가면서 자바스크립트의 기초를 익히고, 좋은 코딩 습관들이 몸에 밸"
123,CodeIgniter와 Bootstrap을 이용한 PHP 프레임워크 실무 따라하기,윤형태,공감북스,▶ PHP 프레임워크 실무에 관한 내용을 담은 전문서적입니다.
124,스프링 부트 코딩 공작소,크레이그 월즈,길벗,"[스프링 부트 코딩 공작소]는 간단한 웹 애플리케이션을 직접 만들면서 자동 구성, 스타터 의존성, 명령줄 인터페이스, 액추에이터 등 스프링 부트의 핵심 기능 네 가지를 익힐 수 있게 구성되어 있다. 직접 만든"
125,요술처럼 홈페이지 만들기 스프링 ,도레미,생각나눔,"보통 IT 관련 책은 하나의 언어를 주제로 심도 있는 지식을 전달하는 것을 목적으로 한다. 또 개발하다 막히는 부분이 생길 때 사전의 역할도 한다. 그러나 『요술처럼 홈페이지 만들기』는 5가지 언어 Html, CSS,"
126,Linked Data 링크드 데이터 ,David Wood,공존의미학,"[Linked Data 링크드 데이터 ]는 HTTP URI, RDF, SPARQL 같은 기본 개념부터 복잡한 실무 예제까지 차근차근 이해하도록 돕는다. 그런 다음, 웹 애플리케이션과 매시업을 만들기 위한 다양한 링크드 데이터 문서"
